Date,Permit Number,Permit Type,Usage,Description,Address,Status
2014-10-27,14002010,Full Review,Solar Array,"NEW 1.89kW ROOF MOUNT SOLAR PV SYSTEM, 7 MODULES 270W, ENPHASE M250 INVERTER. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","26888 WAMPUM WAY, NEVADA CITY CA 95959",CLOSED
2014-10-24,14001999,Full Review,Solar Array,ROOF MOUNT SOLAR ARRAY. 40 MODULES WITH 2 INVERTERS. 10.2KW PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.,"22915 MONTCLAIRE CT, GRASS VALLEY CA 95945",CLOSED
2014-10-23,14001980,Full Review,Solar Array,ADD 16 MODULES WITH MICRO INVERTERS TO EXISTING ROOF MOUNT SOLAR ARRAY. 4.48KW PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.,"17812 LASSO LOOP, PENN VALLEY CA 95946",CLOSED
2014-10-23,14001981,Full Review,Solar Array,ROOF MOUNTED SOLAR ARRAY. 10 MODULES WITH MICRO INVERTERS. 2.55KW PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.,"10265 NEWTOWN RD, NEVADA CITY CA 95959",CLOSED
2014-10-23,14001986,Full Review,Solar Array,INSTALL NEW ROOF MOUNTED SOLAR ARRAY (26) 327 WATT SOLAR PANELS WITH (26) 400 WATT OPTIMIZERS AND (1) 10000 WATT INVERTER PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.,"12119 ELNORA DR, PENN VALLEY CA 95946",CLOSED
2014-10-23,14001987,Full Review,Solar Array,INSTALL NEW ROOF MOUNTED SOLAR ARRAY (14) 327 WATT SOLAR ARRAYS AND (1) 4000 WATT INVERTER FOR EXISTING RESIDENCE. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.,"11632 RIDGE RD, NEVADA CITY CA 95959",CLOSED
2014-10-23,14001988,Full Review,Solar Array,INSTALL NEW ROOF MOUNTED SYSTEM (24) 315 WATT SOLAR PANELS AND (24) 400 WATT OPTIMIZERS WITH (1) 7600 WATT INVERTER FOR EXISTING RESIDENCE PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.,"21321 OAK MEADOWS RD, GRASS VALLEY CA 95945",CLOSED
2014-10-22,14001978,Full Review,Solar Array,"NEW 7.0kW ROOF MOUNT SOLAR PV SYSTEM, 28 MODULES 250W, 1 INVERTER 7500W. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","10735 FERN LN, NEVADA CITY CA 95959",CLOSED
2014-10-17,14001942,Full Review,Solar Array,ROOF MOUNT SOLAR ARRAY. 28 MODULES WITH 1 INVERTER. 7.28KW PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.,"10547 KATY LN, GRASS VALLEY CA 95949",CLOSED
2014-10-17,14001944,Full Review,Solar Array,ROOF MOUNT SOLAR ARRAY. 22 MODULES WITH 1 INVERTER. 6.05 KW PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.,"14130 MEADOW DR, GRASS VALLEY CA 95945",CLOSED
2014-10-17,14001945,Full Review,Solar Array,ROOF MOUNT SOLAR ARRAY. 22 MODULES WITH 1 INVERTER. 6.05 KW PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.,"10181 EVERGREEN RANCH CT, GRASS VALLEY CA 95949",CLOSED
2014-10-10,14001883,Full Review,Solar Array,"NEW 6.12kW ROOF MOUNT SOLAR PV SYSTEM, 24 MODULES 255W, 1 INVERTER 5000W. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","21871 BREWER RD, GRASS VALLEY CA 95949",CLOSED
2014-10-10,14001884,Full Review,Solar Array,"10/6/15 VOIDED PER CONTRACTOR. SM NEW 13.005kW ROOF MOUNT SOLAR PV SYSTEM ON HOME. 51 MODULES 255W, 1 INVERTER 6000W. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","15145 SUNNYVALE LN, GRASS VALLEY CA 95949",VOID
2014-10-10,14001885,Full Review,Solar Array,ROOF MOUNT SOLAR. 39 MODULES WITH 1 INVERTER. 12.753 KW PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.,"24164 TIMBER RIDGE DR, GRASS VALLEY CA 95602",CLOSED
2014-10-10,14001892,Full Review,Solar Array,ROOF MOUNT SOLAR ARRAY. 40 MODULES WITH 3 INVERTERS. 10 KW. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.,"23245 HAZEL WAY, GRASS VALLEY CA 95602",CLOSED
2014-10-09,14001876,Full Review,Solar Array,"10/6/15 VOIDED PER CONTRACTOR. SM NEW 4.5kW ROOF MOUNT SOLAR PV SYSTEM ON HOME. 18 MODULES 250W, 1 INVERTER 3800W. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","19761 BYRNE WAY, PENN VALLEY CA 95946",VOID
2014-10-08,14001873,Full Review,Solar Array,ROOF MOUNT SOLAR ARRAY. 26 MODULES WITH MICRO INVERTERS. 6.76KW PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.,"24501 CAMELIA WAY, GRASS VALLEY CA 95602",CLOSED
2014-10-07,14001868,Full Review,Solar Array,NEW ROOF MOUNTED SOLAR ARRAY FOR EXISTING RESIDENCE. ARRAY 1- (12) MODULES AT 327 WATT WITH (1) 3800 WATT INVERTER ARRAY 2- (20) MODULES AT 327 WATT WITH (1) 6000 WATT INVERTER PERMIT IS GOOD FOR TWO INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.,"15538 MOUNT OLIVE RD, GRASS VALLEY CA 95945",CLOSED
2014-10-02,14001834,Full Review,Solar Array,INSTALL NEW ROOF MOUNTED SOLAR PV WITH (15) 275 WATT MODULES AND (15) 250 WATT MICROINVERTERS ON ROOF OF RESIDENCE. PERMIT IS GOOD FOR TWO INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.,"10742 ARIANNA CT, GRASS VALLEY CA 95949",CLOSED
2014-10-02,14001840,Full Review,Solar Array,"NEW 14.84 kW GROUND MOUNT SOLAR PV SYSYTEM, 56 MODULES 265W, 2-6000W INVERTERS. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","23030 OAK MOUNTAIN CT, AUBURN CA 95602",CLOSED
2014-10-02,14001841,Full Review,Solar Array,"NEW ROOF MOUNT SOALR PV SYSTEM ON HOME, 25 SUNPOWER 245W MOUNTED 4 FT O.C. 25 SOLAREDGE P400 OPTIMIZERS, 1 INVERTER 6000W. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","15870 CARRIE DR, GRASS VALLEY CA 95949",CLOSED
2014-10-02,14001842,Full Review,Solar Array,"NEW 3.43 kW ROOF MOUNT SOLAR PV SYSTEM ON HOME, 14 SUNPOWER 245W MOUNTED 4 FT.O.C. 14 OPTIMIZERS OP400 , 1 INVERTER 3800W. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","15288 BALLANTREE LN, GRASS VALLEY CA 95949",CLOSED
2014-10-01,14001822,Full Review,Solar Array,"ROOF MOUNT SOLAR ARRAY. 7.14KW, 28 MODULES, WITH 1 INVERTER. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","13693 STRAWBERRY CIR, PENN VALLEY CA 95946",CLOSED
2014-10-01,14001831,Full Review,Solar Array,"NEW 4.4kW ROOF MOUNT SOLAR PV SYSTEM ON HOME, 16 SUNMODULE SW275W, 16 SOLAREDGE POWER OPTIMIZER OP-300-MV, 1 SOLAREDGE  INVERTER SE6000W. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","14532 CHARDEN RD, NEVADA CITY CA 95959",CLOSED
2014-09-30,14001811,Full Review,Solar Array,"NEW 3.3kW ROOF MOUNT SOLAR SYSTEM ON HOME, 12 SOLARWORLD MODULES 275W, 12 MICRO-INVERTERS 250W. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","10850 N BLOOMFIELD-GRANITE, NEVADA CITY CA 95959",CLOSED
2014-09-30,14001812,Full Review,Solar Array,"NEW 2.75kW ROOF MOUNT SOLAR PV SYSTEM ON ATTACHED GARAGE, 11 SUNMODULE 275W, 11 MICRO-INVERTERS 250W. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","14221 PINE HILL CT, GRASS VALLEY CA 95949",CLOSED
2014-09-30,14001813,Full Review,Solar Array,"NEW 10.57kW ROOF MOUNT SOLAR PV SYSTEM, 31 SUNMODULES 280W, 6 SUNMODULES 315W, 31  SOLAREDGE P300 OPTIMIZERS, 6 P400 OPTIMIZERS, 1 SOLAREDGE INVERTER 6000W. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","19149 PENN VALLEY DR, PENN VALLEY CA 95946",CLOSED
2014-09-26,14001802,Full Review,Solar Array,"ROOF MOUNT SOLAR ARRAY. 6.38KW, 25 MODULES WITH 1 INVERTER. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","13032 TORREY PINES DR, GRASS VALLEY CA 95602",CLOSED
2014-09-25,14001782,Full Review,Solar Array,"ROOF MOUNT SOLAR ARRAY. 4.95KW, 18 MODULES WITH MICRO INVERTERS. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","13719 LAKE WILDWOOD DR, PENN VALLEY CA 95946",CLOSED
2014-09-25,14001786,Full Review,Solar Array,"ROOF MOUNT SOLAR ARRAY. 2.75KW, 10 MODULES WITH MICRO INVERTERS. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","502 SPRING ST, NEVADA CITY CA 95959",CLOSED
2014-09-25,14001789,Full Review,Solar Array,"ROOF MOUNT SOLAR ARRAY. 6KW, 22 MODULES WITH 1 INVERTER. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","17598 LONG BRANCH CT, PENN VALLEY CA 95946",CLOSED
2014-09-25,14001793,Full Review,Solar Array,"NEW 7.8kW ROOF MOUNT SOLAR PV SYSTEM ON DETACHED GARAGE, 24 MODULES 327W, 1 SOLAREDGE INVERTER 7600 A-US. 9/26/2014 REVISION: ADD REROOF HOME & GARAGE WITH LIFETIME COMPOSITION SHINGLES. ADD R38 INSULATION IN ATTIC. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","22822 COTTAGE HILL DR, GRASS VALLEY CA 95949",CLOSED
2014-09-24,14001774,Full Review,Solar Array,"ROOF MOUNT SOLAR ARRAY. 11.25 KW, 45 MODULES WITH 2 INVERTERS. SEE FIRE APPROVAL FOR ACCEPTION TO PATHWAY ON RIDGELINE. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","10090 STABLE LN, NEVADA CITY CA 95959",CLOSED
2014-09-24,14001775,Full Review,Solar Array,"NEW 7.65kW ROOF MOUNT SOLAR PV SYSTEM ON HOME. 30 TRINA SOLAR MODULES 255W, 1 INVERTER 6000W. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","11267 NORTHVIEW DR, NEVADA CITY CA 95959",CLOSED
2014-09-24,14001776,Full Review,Solar Array,"NEW 7.14kW ROOF MOUNT SOLAR PV SYSTEM ON HOME, 28 TRINA MODULES 255W, 1 INVERTER 6000W. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","18744 CHAPARRAL DR, PENN VALLEY CA 95946",CLOSED
2014-09-24,14001778,Full Review,Solar Array,"ADDITION TO EXISTING GROUND MOUNT SOLAR ARRAY. 4KW, 16 MODULES WITH 1 INVERTER PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","12971 SQUIRREL CREEK RD, GRASS VALLEY CA 95945",CLOSED
2014-09-24,14001779,Full Review,Solar Array,"ROOF MOUNT SOLAR ARRAY. 4.5KW, 18 MODULES WITH 1 INVERTER. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","22862 BIG OAK DR, PENN VALLEY CA 95977",CLOSED
2014-09-23,14001769,Full Review,Solar Array,"ROOF MOUNT SOALR ARRAY. 5KW, 16 MODULES WITH 1 INVERTER. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","16131 JANET WAY, GRASS VALLEY CA 95949",CLOSED
2014-09-19,14001738,Full Review,Solar Array,"NEW 11.4kW ROOF MOUNT SOLAR PV SYSTEM, 42 SOLARWORLD 280W, 1 INVERTER SOLAR EDGE 11,400W. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","10663 KATY LN, GRASS VALLEY CA 95949",CLOSED
2014-09-19,14001739,Full Review,Solar Array,"NEW 5.64kW ROOFMOUNT SOLAR PV SYSTEM, 23 SUNPOWER SPR-245 245W MODULES, 1 INVERTER SOLAREDGE SE6000 A-US 6kW 240V, 23 SOLAREDGE POWER OPTIMIZERS OP300-MV. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","12111 ROUGH AND READY RD, ROUGH & READY CA 95975",CLOSED
2014-09-19,14001740,Full Review,Solar Array,"NEW 5.88kW GROUND MOUNT SOLAR PV SYSTEM, 18 SUNPOWER MODULES 327W, 18 OPTIMIZERS, 1 SOLAREDGE INVERTER SE-6000-US-A. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","12568 POLARIS DR, GRASS VALLEY CA 9949",CLOSED
2014-09-18,14001729,Full Review,Solar Array,"NEW 7.15 kW ROOF MOUNT SOALR PV SYSTEM, 30 MODULES 275 WATT, 1 INVERTER 7600 WATT. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","13828 LAKE WILDWOOD DR, PENN VALLEY CA 95946",CLOSED
2014-09-18,14001730,Full Review,Solar Array,"NEW 5.04kW ROOF MOUNT SOLAR PV SYSTEM, 18 MODULES 280W, 18 MICRO-INVERTERS M250. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","19227 BALD EAGLE LOOP, PENN VALLEY CA 95946",CLOSED
2014-09-18,14001731,Full Review,Solar Array,"NEW 5.43kW ROOF MOUNT SOLAR PV SYSTEM ON GARAGE ONLY, 24 MODULES 250W, 24 MICRO-INVERTER M215. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","10815 CHANCES R RD, PENN VALLEY CA 95946",CLOSED
2014-09-17,14001726,Full Review,Solar Array,10/6/15 VOIDED PER CONTRACTOR. SM INSTALL ROOF MOUNTED SOLAR ARRAY FOR EXISTING RESIDENCE WITH ATTACHED GARAGE. (38) 255 WATT SOLAR PANELS (2)3800 WATT INVERTERS PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.,"10852 THORNICROFT WAY, GRASS VALLEY CA 95949",VOID
2014-09-17,14001727,Full Review,Solar Array,3/2/15 VOIDED. SEE PERMIT 14001873 DUPLICATE. SM INSTALL ROOF MOUNTED SOLAR ARRAY FOR EXISTING RESIDENCE WITH ATTACHED GARAGE. (31) 250 WATT SOLAR PANELS (1) 6000 WATT INVERTER PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.,"24501 CAMELIA WAY, GRASS VALLEY CA 95602",VOID
2014-09-16,14001717,Full Review,Solar Array,ROOF MOUNT SOLAR ARRAY. 9KW. 36 MODULES WITH 2 INVERTERS. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.,"22201 BIG OAK DR, PENN VALLEY CA 95946",CLOSED
2014-09-16,14001721,Full Review,Solar Array,"6/3/15 REVISED 9.156 KW SOLAR SYSTEM (28) 327 WATT PANELS WITH (2) 5051 WATT INVERTERS. NEW 9.66kW GROUND MOUNT SOLAR PV SYSTEM WITH 28 MODULES, 1 INVERTER 8000W. INSTALL NEW 20kW BACKUP DIESEL POWERED GENERATOR. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","20171 PEYTON PL, GRASS VALLEY CA 95949",CLOSED
2014-09-12,14001690,Full Review,Solar Array,"NEW ROOF MOUNT SOLAR PV SYSTEM ON HOME, 24 MODULES 255 WATT, 1 INVERTER 6000 WATT. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","14940 RODEO WAY, GRASS VALLEY CA 95949",CLOSED
2014-09-12,14001697,Full Review,Solar Array,ROOF MOUNT SOLAR ARRAY. 16 MODULES WITH 1 INVERTER. 4.1KW PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.,"18070 LAWRENCE WAY, GRASS VALLEY CA 95949",CLOSED
2014-09-12,14001698,Full Review,Solar Array,"ROOF MOUNT SOLAR ARRAY. 4.83KW, 14 MODULES WITH 1 INVERTER. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","11052 MINERS WAY, PENN VALLEY CA 95946",CLOSED
2014-09-12,14001699,Full Review,Solar Array,"ROOF MOUNT SOLAR ARRAY. 7.7KW, 28 MODULES WITH 1 INVERTER. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","13644 PEGASUS PL, NEVADA CITY CA 95959",CLOSED
2014-09-12,14001700,Full Review,Solar Array,"GROUND MOUNT SOLAR ARRAY LOCATED 140 FT. NORTHEAST OF THE RESIDENCE. 3.66KW, 12 MODULES WITH 1 INVERTER. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","13178 TWIN STAR LN, GRASS VALLEY CA 95949",CLOSED
2014-09-09,14001659,Full Review,Solar Array,ROOF MOUNT SOLAR ARRAY. 28 MODULES WITH 1 INVERTER. 7.14 KW. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.,"15417 MCQUISTON LN, GRASS VALLEY CA 95945",CLOSED
2014-09-09,14001660,Full Review,Solar Array,VOIDED DUPLICATE PERMIT SEE 14001944 INSTALLED BY PLAN IT SOLAR. SM ROOF MOUNT SOLAR ARRAY. 34 MODULES WITH 2 INVERTERS. 8.67KW PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.,"14130 MEADOW DR, GRASS VALLEY CA 95945",VOID
2014-09-09,14001661,Full Review,Solar Array,10/6/15 VOIDED PER CONTRACTOR. SM ROOF MOUNT SOLAR ARRAY. 24 MODULES WITH 1 INVERTER. 6.12KW. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.,"12263 APPALOOSA CT, GRASS VALLEY CA 95949",VOID
2014-09-09,14001662,Full Review,Solar Array,ROOF MOUNT SOLAR ARRAY 1 ON THE RESIDENCE AND 1 ON THE GARAGE. TOTAL 54 MODULES WITH 2 INVERTERS. 13.77 KW CHANGE OUT 200 AMP ELECTRICAL SERVICE PANEL. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.,"10123 KENWOOD DR, GRASS VALLEY CA 95949",CLOSED
2014-09-08,14001648,Full Review,Solar Array,"NEW ROOF MOUNT SOLAR PV SYSTEM ON HOME , 24 HUNDAI HIS-S260MG MODULES 260 WATT, 1 INVERTER SMA AMERICA 6000W. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","22250 W HACIENDA DR, GRASS VALLEY CA 95949",CLOSED
2014-09-02,14001600,Full Review,Solar Array,"NEW 5.9kW ROOF MOUNT SOLAR PV SYSTEM ON HOME, 22 SOLAR ARRAY MODULES 270W, 22 MICRO-INVERTERS 300W. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","23494 WAYFARER CT, AUBURN CA 95602",CLOSED
2014-09-02,14001603,Full Review,Solar Array,VOIDED DUPLICATE PERMIT SEE 14002163 WITH HOOKED ON SOLAR/FRALICK HOMES. SM ROOF MOUNT SOLAR ARRAY. 26 MODULES WITH 1 INVERTER. 6.63 KW PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.,"13643 WILDWOOD HEIGHTS DR, PENN VALLEY CA 95946",VOID
2014-09-02,14001604,Full Review,Solar Array,ROOF MOUNT SOLAR ARRAY 27 MODULES WITH  1 INVERTER. 6.885 KW. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.,"12052 WAXWING CT, PENN VALLEY CA 95946",CLOSED
2014-08-29,14001584,Full Review,Solar Array,ROOF MOUNT SOLAR ARRAY ON THE RESIDENCE. 24 MODULES WITH MICRO INVERTERS. 6 KW PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.,"23493 SHADOW DR, GRASS VALLEY CA 95602",CLOSED
2014-08-28,14001571,Full Review,Solar Array,"NEW 4.86kW GROUND MOUNT SOLAR PV SYSTEM, 18 MODULES 270 WATTS, 1 INVERTER 5000W, 18 300W POWER OPTIMIZERS. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","14098 QUAKER HILL CROSS RD, NEVADA CITY CA 95959",CLOSED
2014-08-26,14001549,Full Review,Solar Array,ROOF MOUNT SOLAR ARRAY. 26 MODULES WITH MICRO INVERTERS. 7.15KW PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.,"18825 PYRITE CT, PENN VALLEY CA 95946",CLOSED
2014-08-26,14001552,Full Review,Solar Array,"NEW 4.5kW ROOF MOUNT SOALR PV SYSTEM ON HOME, 18 HD 250W MODULES, 1 INVERTER SE6000W. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","16780 ROUND VALLEY CIR, GRASS VALLEY CA 95949",CLOSED
2014-08-25,14001546,Full Review,Solar Array,"NEW 6.6kW GROUND MOUNT SUNSYSTEM SOLAR PV SYSTEM, WITH 24 SW275 MONO PANELS & 24 SOLAREDGE OPTIMIZER AND 1 SOLAREDGE 6000W INVERTER. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","15401 INDIAN CT, PENN VALLEY CA 95946",CLOSED
2014-08-21,14001528,Full Review,Residential Solar Array,ADD NEW PANELS TO EXISTING ROOF MOUNTED SYSTEM -(8) 275 WATT MODULES WITH (8) 250 WATT MICRO INVERTERS FOR EXISTING RESIDENCE. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.,"11957 WALNUT CT, AUBURN CA 95602",Expired
2014-08-21,14001530,Full Review,Solar Array,"ROOF MOUNT SOLAR ARRAY ON TH DETACHED SHOP STRUCTURE. 11.22KW, 44 MODULES WITH 1 INVERTER. PERMIT IS GOOD FOR TWO  INSPECTIONS.  ADDITIONAL INSPECTIONS ARE $140.36 EACH.  FINAL INSPECTION REQUIRED.","15548 LAKE VERA-PURDON RD, NEVADA CITY CA 95959",CLOSED
